COUNTRY,INDICATOR,COUNTERPART_COUNTRY,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,TRADE_FLOW,VALUATION,UNIT,DERIVATION_TYPE,OVERLAP,STATUS,DOI,FULL_DESCRIPTION,AUTHOR,PUBLISHER,DEPARTMENT,CONTACT_POINT,TOPIC,TOPIC_DATASET,KEYWORDS,KEYWORDS_DATASET,LANGUAGE,PUBLICATION_DATE,UPDATE_DATE,METHODOLOGY,METHODOLOGY_NOTES,ACCESS_SHARING_LEVEL,ACCESS_SHARING_NOTES,SECURITY_CLASSIFICATION,SOURCE,SHORT_SOURCE_CITATION,FULL_SOURCE_CITATION,LICENSE,SUGGESTED_CITATION,KEY_INDICATOR,SERIES_NAME
"Eswatini, Kingdom of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,2127979365.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Eswatini, Kingdom of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,2485479271.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Côte d'Ivoire,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,34734783129.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Côte d'Ivoire,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,19629011723.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Côte d'Ivoire,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,18949266506.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Zimbabwe,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,6585479341.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Zimbabwe,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,7225142211.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Zimbabwe,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,7434160459.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Tunisia,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,18561199641.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Tunisia,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,20684866358.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Tunisia,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,20720105413.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Uganda,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,3587602694.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Uganda,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,6273512296.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Uganda,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,9042913848.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Cameroon,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,6271482316.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Cameroon,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,4622880995.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Cameroon,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,5766369383.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Togo,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,1345745986.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Togo,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,1455163153.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Togo,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,1387654040.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Cabo Verde,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,513921955.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Cabo Verde,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,540946508.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Cabo Verde,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,538459122.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
